...1,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
629,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,36,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
630,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,37,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
631,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,37,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
632,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,55,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
633,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,59,BG,������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
634,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,No,No,61,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
635,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,18,BG,�������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
636,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,18,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
637,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,20,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
638,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,21,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
639,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,22,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
640,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,22,BG,������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
641,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,23,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
642,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,23,BG,�����������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
643,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,24,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
644,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,25,BG,��������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
645,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,26,BG,������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
646,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,27,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
647,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,27,BG,�������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
648,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Female,Learner,No,Yes,No,30,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
649,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,18,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
650,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,19,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
651,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,23,BG,�������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
652,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,23,BG,�����������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
653,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,27,BG,������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
654,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,27,BG,Varna,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
655,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,28,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
656,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,39,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
657,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,No,No,51,BG,�������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
658,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,17,BG,����������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
659,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,21,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
660,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,21,BG,�������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
661,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,21,BG,Sofia,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
662,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,24,BG,�����,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
663,2014-1-BG01-KA347-001363,2014-2015,2014-12,2014-12,2,National youth meetings,BG,Male,Learner,No,Yes,No,25,BG,������,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO",BG,Karlovo,"""""Youth and Civil Initiatives in the Rose Valley"""" NGO"
664,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,4,Transnational youth meetings,RS,Male,Learner,No,No,No,27,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
665,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Female,Learner,No,No,No,18,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
666,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Female,Learner,No,No,No,22,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
667,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Female,Learner,No,No,No,22,ES,Valencia,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
668,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Female,Learner,No,No,No,23,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
669,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Female,Learner,No,No,No,24,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
670,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Male,Learner,No,No,No,20,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
671,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Male,Learner,No,No,No,21,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
672,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Male,Learner,No,No,No,23,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
673,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Male,Learner,No,No,No,24,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
674,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,BG,Male,Learner,No,No,No,25,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
675,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,CZ,Female,Learner,No,No,No,20,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
676,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Female,Learner,No,No,No,19,EL,Thessaloniki,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
677,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Female,Learner,No,No,No,22,EL,Komotini,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
678,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Female,Learner,No,No,No,23,EL,Larisa,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
679,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Female,Learner,No,No,No,27,EL,Florina,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
680,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Male,Learner,No,No,No,19,EL,Athens,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
681,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Male,Learner,No,No,No,20,EL,Thessaloniki,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
682,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Male,Learner,No,No,No,21,EL,Komotini,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
683,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,EL,Male,Learner,No,No,No,22,EL,Komotini,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
684,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Female,Learner,No,No,No,21,ES,Madrid,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
685,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Female,Learner,No,No,No,25,ES,Vigo,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
686,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,20,ES,Bilbao,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
687,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,22,ES,Bilbao,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
688,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,24,ES,Granada,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
689,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,24,ES,Huelva,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
690,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,24,ES,Valencia,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
691,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,ES,Male,Learner,No,No,No,25,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
692,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Female,Learner,No,No,No,21,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
693,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Female,Learner,No,No,No,22,HR,Imotski,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
694,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Female,Learner,No,No,No,24,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
695,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Male,Learner,No,No,No,23,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
696,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Male,Learner,No,No,No,24,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
697,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Male,Learner,No,No,No,25,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
698,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,HR,Male,Learner,No,No,No,27,HR,Buje,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
699,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,IT,Male,Learner,No,No,No,21,ES,Sevilla,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
700,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,MD,Female,Learner,No,No,No,24,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
701,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Female,Learner,No,No,No,20,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
702,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Female,Learner,No,No,No,23,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
703,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Female,Learner,No,No,No,24,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
704,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Female,Learner,No,No,No,25,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
705,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Female,Learner,No,No,No,26,RS,Leskovac,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
706,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Male,Learner,No,No,No,18,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
707,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Male,Learner,No,No,No,19,EL,Thesaloniki,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
708,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Male,Learner,No,No,No,22,RS,Leskovac,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
709,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RS,Male,Learner,No,No,No,23,RS,Leskovac,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
710,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,5,Transnational youth meetings,RU,Female,Learner,No,No,No,19,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
711,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,6,Transnational youth meetings,ES,Male,Learner,No,No,No,27,ES,Santiago de Compostela,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
712,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,6,Transnational youth meetings,HR,Male,Learner,No,No,No,23,HR,Osijek,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
713,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,6,Transnational youth meetings,HR,Male,Learner,No,No,No,24,HR,Zagreb,Hrvatska edukacijska i razvojna mreza za evoluciju sporazumijevanja (HERMES),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
714,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,6,Transnational youth meetings,RS,Female,Learner,No,No,No,22,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
715,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,6,Transnational youth meetings,RS,Male,Learner,No,No,No,20,RS,Belgrade,BEUM Student Association,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
716,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,7,Transnational youth meetings,BG,Female,Learner,No,No,No,21,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
717,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,7,Transnational youth meetings,BG,Male,Learner,No,No,No,19,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
718,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,7,Transnational youth meetings,EL,Female,Learner,No,No,No,27,EL,Heraklion,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
719,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,7,Transnational youth meetings,EL,Male,Learner,No,No,No,21,EL,Athens,AEGEE-Heraklio,BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
720,2014-1-BG01-KA347-001498,2014-2015,2014-11,2014-11,7,Transnational youth meetings,ES,Female,Learner,No,No,No,27,ES,Valladolid,Jóvenes Europeístas y Federalistas de España (JEF España),BG,Sofia,INTERNATIONAL RELATIONS RESEARCH STUDENT ASSOCIATION
721,2014-1-BG01-KA347-001505,2014-2015,2014-11,2014-11,6,National youth meetings,BG,Female,Learner,No,No,No,18,BG,Sliven,Thirst for Life Association,BG,Bansko,Thirst for Life Association
722,2014-1-BG01-KA347-001505,2014-2015,2014-11,2014-11,6,National youth meetings,BG,Female,Learner,No,No,No,20,BG,Gabrovo,Thirst for Life Association,BG,Bansko,Thirst for Life Association
723,2014-1-BG01-KA347-001505,2014-2015,2014-11,2014-11,6,National youth meetings,BG,Female,Learner,No,No,No,20,BG,Veliko Tarnovo,Thirst for Life Association,BG,Bansko,Thirst for Life Association
724,2014-1-BG01-KA347-001505,2014-2015,2014-11,2014-11,6,National youth meetings,BG,Female,Learner,No,No,No,22,BG,Pleven,Thirst for Life Association,BG,Bansko,Thirst for Life Association
